TYPE: TARGET
START_TIME: 2026-08-22T13:20:00.053476
START_SPEED_KMH: 137.3
LAP_TIME_MS: 69069
elapsed_ms,distance_m,speed_kmh,throttle,brake,steering,pos_x,pos_y,pos_z
8368,267.6,69.5,1.00,0.00,,83.9,14.3,-127.7
8571,272.8,71.3,1.00,0.00,,81.9,14.2,-122.9
8778,276.8,72.9,1.00,0.00,,79.8,14.1,-119.4
8984,281.2,74.7,1.00,0.00,,77.2,14.0,-115.9
9186,285.4,76.3,1.00,0.00,,74.4,14.0,-112.7
9391,289.7,78.0,1.00,0.00,,71.2,13.9,-109.8
9602,292.6,78.8,1.00,0.00,,68.9,13.9,-108.0
9802,298.9,80.7,1.00,0.00,,63.6,13.8,-104.7
10006,303.5,82.0,1.00,0.00,,59.5,13.7,-102.7
10221,308.5,83.4,1.00,0.00,,54.9,13.7,-101.0
10439,313.5,84.8,1.00,0.00,,50.0,13.6,-99.7
10644,316.7,85.7,1.00,0.00,,46.9,13.5,-99.1
10853,323.5,87.8,1.00,0.00,,40.1,13.4,-98.4
11053,328.4,89.3,1.00,0.00,,35.2,13.2,-98.3
11254,333.5,91.2,1.00,0.00,,30.2,13.1,-98.6
11472,339.0,93.1,1.00,0.00,,24.6,12.9,-99.1
11687,344.7,94.9,1.00,0.00,,19.0,12.8,-99.7
11957,349.6,96.3,1.00,0.00,,14.1,12.6,-100.2
12176,357.7,97.5,0.02,0.00,,6.1,12.5,-101.2
12388,363.5,97.4,0.14,0.00,,0.3,12.3,-102.0
12588,369.0,98.8,1.00,0.00,,-5.1,12.2,-102.7
12789,374.5,100.0,1.00,0.00,,-10.6,12.1,-103.5
12989,380.1,101.2,1.00,0.00,,-16.1,12.0,-104.2
13189,385.8,102.5,1.00,0.00,,-21.8,11.8,-105.0
13389,391.5,103.8,1.00,0.00,,-27.5,11.7,-105.7
13590,397.3,105.0,1.00,0.00,,-33.2,11.6,-106.4
13793,403.2,106.2,1.00,0.00,,-39.1,11.5,-107.0
14008,409.7,107.5,1.00,0.00,,-45.5,11.3,-107.6
14221,413.7,108.4,1.00,0.00,,-49.5,11.2,-107.9
14423,422.3,110.1,1.00,0.00,,-58.1,11.0,-108.5
14623,428.4,111.3,1.00,0.00,,-64.2,10.9,-108.7
14823,434.7,112.5,1.00,0.00,,-70.4,10.7,-108.8
15023,440.4,113.5,1.00,0.00,,-76.2,10.6,-108.7
15228,447.3,114.7,1.00,0.00,,-83.0,10.4,-108.3
15449,452.1,115.4,1.00,0.00,,-87.8,10.3,-107.9
15661,461.2,116.9,1.00,0.00,,-96.9,10.2,-106.7
15865,467.8,117.9,1.00,0.00,,-103.3,10.1,-105.5
16075,474.9,119.1,1.00,0.00,,-110.3,10.0,-104.0
16275,481.6,120.1,1.00,0.00,,-116.8,9.9,-102.5
16479,488.3,121.1,1.00,0.00,,-123.3,9.9,-101.0
16752,495.0,122.0,1.00,0.00,,-129.9,9.8,-99.5
16960,504.7,123.4,1.00,0.00,,-139.4,9.8,-97.5
17160,511.6,124.4,1.00,0.00,,-146.2,9.7,-96.2
17379,519.2,125.5,1.00,0.00,,-153.6,9.6,-95.1
17596,526.7,126.5,1.00,0.00,,-161.2,9.5,-94.3
17811,534.4,127.3,1.00,0.00,,-168.8,9.4,-94.0
18012,541.5,127.9,1.00,0.00,,-175.9,9.4,-94.0
18228,549.2,128.7,1.00,0.00,,-183.6,9.4,-94.4
18445,557.0,129.2,0.06,0.00,,-191.3,9.6,-95.3
18646,564.0,123.9,0.00,0.04,,-198.3,9.7,-96.3
18846,570.7,116.2,0.00,0.37,,-204.9,9.9,-97.5
19062,577.5,108.9,0.22,0.86,,-211.5,10.1,-98.5
19263,583.3,102.7,1.00,0.83,,-217.4,10.3,-99.2
19464,588.9,97.1,1.00,0.71,,-222.9,10.4,-99.6
19671,594.1,91.8,0.00,0.64,,-228.1,10.5,-99.7
19879,599.5,86.8,0.00,0.58,,-233.5,10.6,-99.4
20079,604.1,82.4,0.00,0.50,,-238.1,10.5,-98.8
20353,608.2,78.7,0.00,0.49,,-242.1,10.5,-97.8
20562,614.5,72.2,0.00,0.49,,-247.9,10.5,-95.6
20763,618.4,68.4,0.00,0.34,,-251.3,10.5,-93.6
20963,622.1,65.4,0.00,0.07,,-254.2,10.5,-91.4
21166,625.7,63.6,0.00,0.00,,-256.7,10.5,-88.8
21458,629.5,61.7,0.36,0.00,,-258.9,10.5,-85.8
21664,634.2,59.9,0.76,0.00,,-260.9,10.6,-81.4
21865,637.6,59.8,1.00,0.00,,-261.8,10.6,-78.2
22081,641.2,60.3,1.00,0.00,,-262.1,10.6,-74.6
22281,644.6,61.1,1.00,0.00,,-261.9,10.6,-71.2
22482,648.0,62.1,1.00,0.00,,-261.2,10.6,-67.9
22706,650.9,63.0,1.00,0.00,,-260.3,10.6,-65.1
22918,655.6,64.9,1.00,0.00,,-258.2,10.6,-60.9
23134,659.6,66.7,1.00,0.00,,-255.9,10.6,-57.7
23352,663.7,68.7,1.00,0.00,,-253.1,10.6,-54.7
23565,667.9,70.7,1.00,0.00,,-249.8,10.7,-52.0
23835,671.5,72.3,1.00,0.00,,-246.8,10.8,-50.0
24053,677.7,74.5,1.00,0.00,,-241.4,10.9,-47.1
24266,682.2,76.0,1.00,0.00,,-237.2,10.9,-45.5
24467,686.5,77.6,1.00,0.00,,-233.0,11.0,-44.4
24672,690.8,78.9,1.00,0.00,,-228.7,10.9,-43.6
24883,695.6,80.6,1.00,0.00,,-224.0,10.8,-43.1
25084,700.2,82.4,1.00,0.00,,-219.4,10.7,-43.0
25286,704.8,84.4,1.00,0.00,,-214.8,10.6,-43.2
25487,709.6,86.4,1.00,0.00,,-210.1,10.4,-43.7
25687,714.4,88.2,1.00,0.00,,-205.3,10.3,-44.4
25887,719.4,90.0,1.00,0.00,,-200.4,10.1,-45.2
26101,724.9,91.8,1.00,0.00,,-195.0,10.0,-46.3
26301,730.0,93.4,1.00,0.00,,-190.0,9.9,-47.4
26502,735.3,95.0,1.00,0.00,,-184.9,9.8,-48.6
26702,740.6,96.5,1.00,0.00,,-179.7,9.7,-49.9
26903,746.0,96.5,0.02,0.00,,-174.5,9.7,-51.3
27105,751.4,96.5,0.18,0.00,,-169.3,9.6,-52.7
27321,757.2,97.9,1.00,0.00,,-163.7,9.6,-54.1
27539,763.1,99.1,1.00,0.00,,-157.9,9.5,-55.6
27740,768.7,100.2,1.00,0.00,,-152.5,9.5,-56.8
27953,774.8,101.2,1.00,0.00,,-146.5,9.6,-58.0
28154,780.4,102.0,1.00,0.00,,-140.9,9.6,-58.8
28359,786.1,102.8,1.00,0.00,,-135.3,9.7,-59.2
28578,792.3,103.5,1.00,0.00,,-129.1,9.8,-59.2
28789,798.5,103.3,0.60,0.00,,-122.8,9.8,-58.7
29011,804.8,102.8,0.51,0.00,,-116.7,9.9,-57.8
29221,810.9,102.6,0.91,0.00,,-110.7,9.9,-56.4
29422,816.7,102.9,1.00,0.00,,-105.2,9.9,-54.7
29638,822.9,103.4,1.00,0.00,,-99.5,9.9,-52.3
29839,828.6,103.7,1.00,0.00,,-94.4,9.8,-49.7
30055,834.9,104.2,1.00,0.00,,-89.1,9.9,-46.3
30256,840.7,105.0,1.00,0.00,,-84.4,9.8,-42.9
30457,846.6,106.0,1.00,0.00,,-79.9,9.9,-39.1
30665,852.5,106.4,1.00,0.00,,-75.8,10.0,-34.9
30873,858.9,106.7,1.00,0.00,,-71.6,10.2,-30.0
31073,864.9,107.1,1.00,0.00,,-68.1,10.3,-25.2
31274,870.8,107.6,1.00,0.00,,-65.0,10.4,-20.1
31474,876.8,108.2,1.00,0.00,,-62.1,10.5,-14.8
31674,882.9,108.9,1.00,0.00,,-59.6,10.5,-9.3
31874,888.9,109.6,1.00,0.00,,-57.4,10.6,-3.7
32074,895.1,110.4,1.00,0.00,,-55.6,10.7,2.2
32325,900.7,111.1,1.00,0.00,,-54.2,10.7,7.6
32526,909.0,112.3,1.00,0.00,,-52.6,10.8,15.8
32741,915.8,113.4,1.00,0.00,,-51.4,10.8,22.5
32946,922.1,114.0,1.00,0.00,,-50.0,10.9,28.6
33159,929.0,114.8,1.00,0.00,,-48.0,11.0,35.2
33433,935.4,115.7,1.00,0.00,,-45.8,11.0,41.3
33642,944.6,116.7,1.00,0.00,,-42.2,11.1,49.7
33844,951.1,117.3,1.00,0.00,,-39.2,11.1,55.4
34060,958.2,118.0,1.00,0.00,,-35.6,11.1,61.5
34260,964.7,118.6,1.00,0.00,,-31.9,11.1,67.0
34460,971.4,119.3,1.00,0.00,,-27.9,11.1,72.2
34660,978.0,120.0,1.00,0.00,,-23.5,11.1,77.2
34860,984.7,120.8,1.00,0.00,,-18.9,11.1,82.1
35061,991.5,121.5,1.00,0.00,,-13.9,11.1,86.7
35261,998.2,122.4,1.00,0.00,,-8.8,11.0,91.1
35465,1005.1,123.3,1.00,0.00,,-3.3,10.9,95.2
35677,1012.5,124.2,1.00,0.00,,2.8,10.8,99.4
35945,1019.5,125.1,1.00,0.00,,8.8,10.7,103.0
36161,1029.4,126.2,1.00,0.00,,17.5,10.7,107.6
36361,1036.4,126.9,1.00,0.00,,23.9,10.7,110.5
36562,1043.5,127.8,1.00,0.00,,30.5,10.7,113.3
36780,1050.0,128.6,1.00,0.00,,36.6,10.7,115.6
36982,1058.4,129.6,1.00,0.00,,44.4,10.7,118.5
37196,1066.3,130.5,1.00,0.00,,51.9,10.7,121.0
37396,1073.5,131.4,1.00,0.00,,58.8,10.7,123.2
37596,1080.9,132.3,1.00,0.00,,65.8,10.6,125.3
37801,1088.3,133.1,1.00,0.00,,73.0,10.6,127.2
38014,1096.3,133.9,1.00,0.00,,80.8,10.6,129.1
38225,1103.1,134.6,1.00,0.00,,87.5,10.6,130.5
38431,1111.9,135.4,1.00,0.00,,96.1,10.6,132.0
38639,1119.5,136.1,1.00,0.00,,103.6,10.7,133.0
38847,1127.7,136.8,1.00,0.00,,111.8,10.8,133.9
39048,1135.3,137.4,0.52,0.00,,119.4,10.9,134.5
39248,1142.9,133.5,0.00,0.03,,126.9,11.0,135.0
39452,1150.1,126.0,0.00,0.26,,134.1,11.1,135.3
39665,1157.4,117.5,0.00,0.99,,141.4,11.3,135.7
39866,1163.7,110.3,0.41,0.99,,147.7,11.4,136.0
40083,1170.1,102.6,1.00,0.90,,154.1,11.6,136.5
40283,1175.6,96.3,0.00,0.82,,159.6,11.7,137.1
40483,1180.8,90.4,0.00,0.76,,164.6,11.8,138.1
40713,1184.9,86.2,0.00,0.73,,168.6,11.8,139.0
40923,1190.6,79.8,0.00,0.62,,174.1,11.8,140.8
41136,1195.6,74.9,0.00,0.52,,178.6,11.7,142.8
41350,1200.0,71.1,0.00,0.35,,182.4,11.7,145.1
41550,1203.8,68.1,0.00,0.34,,185.4,11.6,147.5
41752,1207.2,65.6,0.00,0.27,,187.8,11.6,149.9
41982,1210.2,63.5,0.00,0.07,,189.6,11.6,152.3
42186,1215.1,61.3,0.00,0.00,,191.8,11.5,156.7
42387,1218.5,59.8,0.19,0.00,,192.8,11.5,159.9
42588,1221.8,59.3,0.99,0.00,,193.2,11.4,163.2
42789,1225.1,59.9,1.00,0.00,,193.2,11.4,166.5
43002,1228.8,60.9,1.00,0.00,,192.5,11.4,170.0
43202,1232.2,61.8,1.00,0.00,,191.4,11.3,173.3
43402,1235.6,62.9,1.00,0.00,,189.8,11.3,176.3
43603,1239.2,64.3,1.00,0.00,,187.7,11.3,179.2
43803,1242.8,65.9,1.00,0.00,,185.3,11.3,181.9
44003,1246.5,67.6,1.00,0.00,,182.4,11.3,184.2
44210,1250.3,69.5,1.00,0.00,,179.2,11.3,186.3
44412,1254.3,71.2,1.00,0.00,,175.7,11.3,188.1
44620,1257.9,72.8,1.00,0.00,,172.3,11.4,189.4
44822,1262.7,74.4,1.00,0.00,,167.7,11.4,190.6
45038,1267.2,76.1,1.00,0.00,,163.2,11.4,191.4
45238,1271.5,77.8,1.00,0.00,,158.9,11.4,191.7
45449,1275.2,79.2,1.00,0.00,,155.3,11.3,191.7
45654,1280.7,81.5,1.00,0.00,,149.7,11.2,191.3
45856,1285.3,83.2,1.00,0.00,,145.2,11.1,190.6
46074,1290.4,85.2,1.00,0.00,,140.2,11.0,189.5
46275,1295.2,86.6,1.00,0.00,,135.7,11.0,188.1
46488,1300.5,88.6,1.00,0.00,,130.7,10.9,186.3
46689,1305.4,90.2,1.00,0.00,,126.1,10.8,184.4
46892,1310.5,91.8,1.00,0.00,,121.4,10.8,182.4
47092,1315.7,93.4,1.00,0.00,,116.7,10.8,180.4
47306,1321.3,95.0,1.00,0.00,,111.6,10.8,178.0
47507,1326.7,96.4,1.00,0.00,,106.7,10.7,175.8
47708,1332.1,97.4,0.12,0.00,,101.8,10.7,173.6
47979,1337.5,97.0,0.00,0.00,,96.9,10.7,171.3
48192,1345.1,98.3,1.00,0.00,,89.9,10.7,168.2
48410,1351.1,99.5,1.00,0.00,,84.4,10.7,165.8
48627,1356.7,100.6,1.00,0.00,,79.3,10.7,163.5
48835,1362.8,101.9,1.00,0.00,,73.8,10.7,161.1
49045,1368.9,103.1,1.00,0.00,,68.1,10.7,158.6
49247,1374.7,104.2,1.00,0.00,,62.8,10.7,156.3
49458,1381.0,105.4,1.00,0.00,,57.0,10.7,153.8
49659,1386.9,106.5,1.00,0.00,,51.6,10.7,151.5
49862,1392.9,107.6,1.00,0.00,,46.1,10.7,149.2
50079,1399.4,108.8,1.00,0.00,,40.1,10.7,146.6
50293,1406.0,110.0,1.00,0.00,,34.0,10.7,144.0
50499,1412.1,111.1,1.00,0.00,,28.4,10.7,141.6
50724,1418.3,112.1,1.00,0.00,,22.7,10.7,139.2
50927,1425.7,113.3,1.00,0.00,,15.9,10.7,136.3
51127,1432.0,114.4,1.00,0.00,,10.1,10.7,133.8
51327,1438.4,115.4,1.00,0.00,,4.2,10.7,131.3
51527,1444.8,116.5,1.00,0.00,,-1.7,10.7,128.8
51727,1451.4,117.5,1.00,0.00,,-7.7,10.7,126.3
51930,1457.9,118.5,1.00,0.00,,-13.7,10.7,123.7
52152,1465.1,119.6,1.00,0.00,,-20.3,10.7,120.9
52362,1472.3,120.7,1.00,0.00,,-27.0,10.7,118.1
52578,1479.6,121.7,1.00,0.00,,-33.7,10.7,115.2
52804,1484.7,122.4,1.00,0.00,,-38.4,10.7,113.2
53015,1494.4,123.8,1.00,0.00,,-47.4,10.7,109.5
53217,1501.3,124.8,1.00,0.00,,-53.7,10.7,106.8
53430,1508.9,125.8,1.00,0.00,,-60.7,10.7,103.8
53657,1516.5,126.8,1.00,0.00,,-67.7,10.7,100.9
53866,1524.2,127.8,1.00,0.00,,-74.8,10.7,97.9
54079,1531.9,128.8,1.00,0.00,,-81.9,10.7,94.8
54282,1539.1,129.7,1.00,0.00,,-88.5,10.7,92.0
54483,1546.3,130.5,1.00,0.00,,-95.1,10.7,89.2
54697,1554.2,131.5,1.00,0.00,,-102.4,10.7,86.1
54903,1561.6,132.3,1.00,0.00,,-109.2,10.7,83.2
55157,1568.3,133.1,1.00,0.00,,-115.4,10.7,80.6
55368,1578.9,134.3,1.00,0.00,,-125.1,10.7,76.5
55583,1587.0,135.2,1.00,0.00,,-132.6,10.7,73.3
55801,1595.2,136.0,1.00,0.00,,-140.1,10.7,70.2
56018,1603.4,136.9,1.00,0.00,,-147.7,10.7,66.9
56268,1609.7,137.5,1.00,0.00,,-153.5,10.7,64.5
56482,1621.3,138.7,1.00,0.00,,-164.2,10.7,60.0
56684,1629.0,139.4,1.00,0.00,,-171.3,10.7,57.0
56899,1637.4,140.3,1.00,0.00,,-179.0,10.7,53.7
57101,1645.2,141.0,1.00,0.00,,-186.2,10.7,50.6
57317,1653.8,141.7,1.00,0.00,,-194.1,10.7,47.3
57520,1661.7,142.4,1.00,0.00,,-201.4,10.7,44.2
57723,1669.6,143.1,1.00,0.00,,-208.7,10.7,41.2
57934,1678.2,142.8,0.00,0.00,,-216.6,10.7,37.8
58137,1686.2,142.8,1.00,0.00,,-223.9,10.7,34.7
58337,1694.1,143.5,1.00,0.00,,-231.3,10.7,31.6
58554,1702.8,144.2,1.00,0.00,,-239.2,10.7,28.2
58767,1711.5,144.8,1.00,0.00,,-247.2,10.7,24.6
58968,1719.6,145.1,1.00,0.00,,-254.4,10.7,21.1
59169,1727.6,145.4,1.00,0.00,,-261.5,10.7,17.2
59369,1735.7,145.3,0.00,0.00,,-268.4,10.6,13.0
59569,1743.8,143.5,0.00,0.03,,-275.0,10.6,8.4
59772,1751.7,142.0,0.00,0.10,,-281.3,10.6,3.5
59976,1759.5,140.0,0.41,0.30,,-287.2,10.6,-1.6
60185,1767.9,137.8,0.00,0.16,,-293.2,10.6,-7.4
60386,1775.5,135.8,0.00,0.04,,-298.3,10.6,-13.0
60590,1783.0,134.3,0.00,0.00,,-303.0,10.6,-18.9
60806,1791.0,132.5,0.00,0.00,,-307.5,10.6,-25.5
61006,1798.3,130.6,0.00,0.00,,-311.2,10.6,-31.8
61220,1803.7,129.3,0.31,0.00,,-313.7,10.6,-36.6
61420,1813.2,127.0,0.16,0.00,,-317.5,10.6,-45.3
61620,1820.2,125.1,0.00,0.00,,-319.7,10.6,-52.0
61820,1827.1,123.2,0.00,0.00,,-321.5,10.6,-58.7
62026,1833.9,121.4,0.00,0.00,,-322.7,10.6,-65.3
62287,1840.1,119.8,0.38,0.00,,-323.4,10.6,-71.4
62488,1849.5,118.3,0.77,0.00,,-323.7,10.6,-80.8
62688,1856.0,118.0,0.72,0.00,,-323.3,10.6,-87.3
62888,1862.6,118.0,0.73,0.00,,-322.5,10.6,-93.9
63090,1869.2,118.2,0.73,0.00,,-321.2,10.6,-100.3
63332,1876.3,118.0,0.69,0.00,,-319.4,10.6,-107.2
63539,1883.9,117.7,0.77,0.00,,-316.9,10.6,-114.4
63741,1890.5,117.7,1.00,0.00,,-314.4,10.6,-120.4
63956,1897.5,117.8,1.00,0.00,,-311.1,10.6,-126.7
64156,1904.1,118.2,1.00,0.00,,-307.7,10.6,-132.4
64357,1910.7,119.0,1.00,0.00,,-303.9,10.6,-137.7
64557,1917.3,119.6,1.00,0.00,,-299.8,10.5,-142.9
64787,1922.3,120.3,1.00,0.00,,-296.4,10.5,-146.6
64994,1931.9,121.3,1.00,0.00,,-289.7,10.4,-153.3
65210,1939.2,121.8,1.00,0.00,,-284.1,10.3,-158.0
65415,1946.0,122.2,1.00,0.00,,-278.6,10.3,-162.0
65628,1953.3,122.6,1.00,0.00,,-272.3,10.2,-165.9
65841,1960.8,123.2,1.00,0.00,,-265.8,10.2,-169.4
66043,1967.6,123.8,1.00,0.00,,-259.5,10.2,-172.2
66246,1974.5,124.5,1.00,0.00,,-253.0,10.2,-174.6
66461,1982.0,125.1,1.00,0.00,,-245.8,10.2,-176.7
66675,1989.6,125.6,1.00,0.00,,-238.5,10.2,-178.5
66880,1996.6,126.1,1.00,0.00,,-231.6,10.3,-179.7
67103,2003.0,126.7,1.00,0.00,,-225.2,10.3,-180.4
67309,2011.9,127.8,1.00,0.00,,-216.3,10.3,-181.0
67533,2019.0,128.6,1.00,0.00,,-209.2,10.3,-181.2
67744,2027.4,129.6,1.00,0.00,,-200.8,10.4,-181.2
67964,2035.2,130.5,1.00,0.00,,-193.0,10.4,-181.2
68264,2043.1,131.4,1.00,0.00,,-185.1,10.4,-181.0
68478,2054.2,132.7,1.00,0.00,,-174.1,10.4,-180.7
68681,2061.6,133.5,1.00,0.00,,-166.7,10.4,-180.5
68897,2069.6,134.4,1.00,0.00,,-158.6,10.5,-180.2
69078,2076.5,135.1,1.00,0.00,,-151.8,10.5,-179.9
